ticket,symbol,type,volume,open_time,open_price,close_time,close_price,sl,tp,profit,commission,swap,net_profit,reason,bars_held,duration_s,mae,mfe,mae_points,mfe_points,slippage_points,balance_after,equity_after,comment,magic,tag
154,EURUSDz,sell,1.12,2024-05-17 15:35:00,1.08671,2024-05-17 15:50:00,1.08708,1.08703,1.08556,-41.43999999999793,7.840000000000001,0.0,-49.27999999999793,SL,2,900.0,-22.399999999972668,8.960000000008963,-19.999999999975593,8.000000000008,8.423386026757306,7133.0400000001955,7164.960000000205,fade breakout up,0,short
155,EURUSDz,buy,1.15,2024-05-20 10:10:00,1.08706,2024-05-20 11:10:00,1.08669,1.08674,1.08844,-42.549999999997866,8.049999999999999,0.0,-50.59999999999786,SL,11,3600.0,-12.649999999980732,35.65000000000373,-10.999999999983244,31.000000000003244,6.693129033619102,7082.440000000198,7119.815000000212,fade breakout down,0,long
156,EURUSDz,sell,1.53,2024-05-21 09:00:00,1.08661,2024-05-21 09:10:00,1.08687,1.08689,1.08552,-39.779999999988824,10.71,0.0,-50.489999999988825,SL,1,600.0,-35.18999999995876,0.0,-22.99999999997304,0.0,3.3390794052676824,7031.95000000021,7049.545000000222,fade breakout up,0,short
157,EURUSDz,buy,1.46,2024-05-22 08:40:00,1.08505,2024-05-22 09:00:00,1.08479,1.08482,1.08636,-37.96000000002176,10.219999999999999,0.0,-48.18000000002176,SL,3,1200.0,-29.199999999996784,32.11999999998349,-19.999999999997797,21.99999999998869,3.584025749796467,6983.770000000189,7025.380000000201,fade breakout down,0,long
158,EURUSDz,sell,1.74,2024-05-24 08:55:00,1.08253,2024-05-24 09:10:00,1.08276,1.08276,1.08056,-40.01999999999173,12.18,0.0,-52.19999999999173,SL,2,900.0,-29.580000000000606,26.100000000016443,-17.000000000000348,15.000000000009448,2.8757430310903205,6931.570000000197,6958.540000000217,fade breakout up,0,short
159,EURUSDz,buy,0.73,2024-05-27 12:15:00,1.08469,2024-05-27 13:30:00,1.08526,1.08422,1.08526,41.60999999999704,5.109999999999999,0.0,36.49999999999704,TP,14,4500.0,-16.789999999996528,37.96000000000554,-22.999999999995243,52.00000000000759,0.2267694337955286,6968.070000000193,6934.855000000202,fade breakout down,0,long
160,EURUSDz,buy,1.24,2024-05-28 09:35:00,1.08725,2024-05-28 11:05:00,1.08801,1.08695,1.08801,94.23999999998411,8.68,0.0,85.55999999998411,TP,17,5400.0,-6.200000000013084,91.7599999999954,-5.000000000010552,73.99999999999629,2.3961987278724073,7053.6300000001775,7035.650000000196,fade breakout down,0,long
161,EURUSDz,buy,1.17,2024-05-29 09:20:00,1.08448,2024-05-29 10:35:00,1.08417,1.08419,1.08588,-36.2700000000038,8.19,0.0,-44.460000000003795,SL,14,4500.0,-19.890000000026387,132.20999999998284,-17.000000000022553,112.99999999998532,1.4019361198277291,7009.170000000174,7040.1750000001675,fade breakout down,0,long
162,EURUSDz,buy,1.0,2024-06-03 08:35:00,1.08413,2024-06-03 08:45:00,1.0838,1.08379,1.08589,-32.999999999994145,7.0,0.0,-39.999999999994145,SL,1,600.0,-31.000000000003247,0.0,-31.000000000003244,0.0,-1.1784671091357886,6969.170000000179,6982.670000000178,fade breakout down,0,long
163,EURUSDz,buy,0.99,2024-06-04 08:10:00,1.08862,2024-06-04 08:25:00,1.08825,1.08829,1.09111,-36.62999999999816,6.93,0.0,-43.55999999999816,SL,2,900.0,-2.9699999999974747,46.53000000001906,-2.9999999999974487,47.00000000001924,4.674404095256334,6925.610000000181,7000.355000000186,fade breakout down,0,long
164,EURUSDz,buy,0.93,2024-06-06 09:00:00,1.08778,2024-06-06 11:10:00,1.0874,1.0874,1.08909,-35.34000000000437,6.510000000000001,0.0,-41.85000000000437,SL,25,7800.0,-29.759999999988466,40.919999999999625,-31.99999999998759,43.99999999999959,2.2984950270999747,6883.760000000176,6894.455000000184,fade breakout down,0,long
165,EURUSDz,buy,0.9,2024-06-07 08:30:00,1.08899,2024-06-07 08:45:00,1.08856,1.0886,1.08983,-38.69999999999374,6.3,0.0,-44.99999999999374,SL,2,900.0,-34.19999999998424,3.6000000000036003,-37.99999999998249,4.000000000004,4.902008635174264,6838.760000000182,6849.11000000019,fade breakout down,0,long
166,EURUSDz,sell,1.55,2024-06-12 08:55:00,1.07464,2024-06-12 09:10:00,1.07496,1.07489,1.07358,-49.59999999998077,10.85,0.0,-60.44999999998077,SL,2,900.0,-20.14999999999434,31.000000000031,-12.999999999996346,20.000000000020002,11.320529895237794,6778.310000000201,6831.785000000206,fade breakout up,0,short
167,EURUSDz,buy,0.45,2024-06-14 08:10:00,1.07115,2024-06-14 08:20:00,1.07039,1.0704,1.07411,-34.20000000000423,3.15,0.0,-37.35000000000423,SL,1,600.0,-25.649999999998172,0.0,-56.999999999995936,0.0,1.8065861479267742,6740.960000000197,6755.1350000002,fade breakout down,0,long
168,EURUSDz,sell,1.24,2024-06-17 08:35:00,1.07075,2024-06-17 08:50:00,1.0711,1.07107,1.06865,-43.39999999998145,8.68,0.0,-52.07999999998145,SL,2,900.0,-34.719999999979656,44.64000000001711,-27.99999999998359,36.0000000000138,5.208137035525127,6688.880000000216,6708.1000000002305,fade breakout up,0,short
169,EURUSDz,buy,0.88,2024-06-18 08:45:00,1.07209,2024-06-18 08:55:00,1.07163,1.07165,1.07352,-40.479999999991634,6.16,0.0,-46.63999999999163,SL,1,600.0,-19.359999999990052,7.040000000007041,-21.99999999998869,8.000000000008,7.449290628765902,6642.240000000224,6672.600000000227,fade breakout down,0,long
170,EURUSDz,sell,1.18,2024-06-19 09:25:00,1.07405,2024-06-19 10:30:00,1.07433,1.07435,1.07248,-33.04000000000684,8.26,0.0,-41.30000000000684,SL,12,3900.0,-29.499999999983647,93.22000000000807,-24.99999999998614,79.00000000000684,0.7691703229226858,6600.940000000218,6633.3900000002195,fade breakout up,0,short
171,EURUSDz,sell,1.37,2024-06-24 08:30:00,1.07137,2024-06-24 08:45:00,1.07169,1.07168,1.06911,-43.840000000013426,9.59,0.0,-53.43000000001342,SL,2,900.0,-41.099999999995475,32.88000000000246,-29.999999999996692,24.000000000001794,6.347304558302175,6547.510000000204,6582.445000000219,fade breakout up,0,short
172,EURUSDz,buy,0.81,2024-06-26 10:35:00,1.06878,2024-06-26 11:05:00,1.06833,1.06835,1.07118,-36.45000000000498,5.67,0.0,-42.12000000000498,SL,5,1800.0,-33.21000000000174,1.6199999999926276,-41.000000000002146,1.9999999999908977,4.813318861188042,6505.390000000199,6521.995000000199,fade breakout down,0,long
173,EURUSDz,buy,0.83,2024-06-27 08:50:00,1.06903,2024-06-27 09:50:00,1.06989,1.06863,1.06989,71.38000000000687,5.81,0.0,65.57000000000687,TP,11,3600.0,-26.5599999999897,63.080000000007786,-31.99999999998759,76.0000000000094,3.925037673663201,6570.960000000206,6548.135000000203,fade breakout down,0,long
174,EURUSDz,buy,0.82,2024-07-01 08:10:00,1.07533,2024-07-01 10:15:00,1.07495,1.07495,1.07764,-31.159999999985644,5.739999999999999,0.0,-36.899999999985646,SL,24,7500.0,-20.49999999998864,154.1600000000085,-24.99999999998614,188.00000000001037,1.160028157460083,6534.0600000002205,6554.97000000021,fade breakout down,0,long
175,EURUSDz,buy,0.77,2024-07-02 10:20:00,1.07143,2024-07-02 13:10:00,1.07356,1.07102,1.07356,164.00999999999735,5.390000000000001,0.0,158.61999999999733,TP,33,10200.0,-23.870000000002502,158.61999999999622,-31.000000000003244,205.99999999999505,-1.9113044320310344,6692.680000000219,6684.595000000216,fade breakout down,0,long
176,EURUSDz,sell,1.67,2024-07-03 08:20:00,1.07622,2024-07-03 12:20:00,1.07634,1.07638,1.07362,-20.04000000002004,11.69,0.0,-31.73000000002004,SL,47,14400.0,-25.0499999999787,156.97999999999013,-14.999999999987244,93.99999999999407,-3.174926075980495,6660.950000000198,6782.025000000212,fade breakout up,0,short
177,EURUSDz,sell,0.95,2024-07-05 10:25:00,1.08289,2024-07-05 12:35:00,1.08322,1.08323,1.08165,-31.35000000001553,6.6499999999999995,0.0,-38.00000000001553,SL,25,7800.0,-11.399999999990307,95.94999999999575,-11.999999999989795,100.99999999999552,-1.0614100701894509,6622.950000000183,6688.025000000208,fade breakout up,0,short
178,EURUSDz,sell,1.43,2024-07-08 08:20:00,1.08374,2024-07-08 08:35:00,1.08404,1.08402,1.08148,-42.89999999999527,10.01,0.0,-52.90999999999527,SL,2,900.0,-28.599999999996847,25.740000000009864,-19.999999999997797,18.0000000000069,8.605581762818021,6570.040000000187,6637.965000000187,fade breakout up,0,short
179,EURUSDz,buy,0.96,2024-07-09 08:10:00,1.08188,2024-07-09 11:40:00,1.08147,1.0815,1.08312,-39.36000000000206,6.72,0.0,-46.08000000000206,SL,41,12600.0,-29.760000000003114,92.1600000000069,-31.000000000003244,96.00000000000718,5.883722136897889,6523.960000000186,6549.400000000202,fade breakout down,0,long
180,EURUSDz,buy,1.08,2024-07-10 08:30:00,1.0816,2024-07-10 08:45:00,1.08126,1.08127,1.08249,-36.71999999997677,7.5600000000000005,0.0,-44.27999999997677,SL,2,900.0,-33.47999999997953,0.0,-30.99999999998104,0.0,1.170978712288115,6479.6800000002095,6493.1800000002,fade breakout down,0,long
181,EURUSDz,sell,0.73,2024-07-16 08:30:00,1.08978,2024-07-16 08:40:00,1.09024,1.09023,1.08838,-33.58000000000927,5.109999999999999,0.0,-38.69000000000927,SL,1,600.0,-27.73999999998722,0.0,-37.99999999998249,0.0,1.2327715581152163,6440.9900000002,6455.955000000216,fade breakout up,0,short
182,EURUSDz,buy,0.67,2024-07-18 13:00:00,1.09292,2024-07-18 13:10:00,1.09245,1.09242,1.09382,-31.489999999998023,4.69,0.0,-36.179999999998024,SL,1,600.0,-31.489999999998023,0.6700000000043893,-46.99999999999704,1.0000000000065512,0.4005527250416865,6404.810000000201,6408.49500000021,fade breakout down,0,long
183,EURUSDz,buy,0.65,2024-07-19 08:25:00,1.08842,2024-07-19 08:35:00,1.08798,1.08798,1.08906,-28.599999999999735,4.55,0.0,-33.149999999999736,SL,1,600.0,-22.100000000000453,3.2500000000068585,-34.000000000000696,5.000000000010552,-3.5679889135098977,6371.660000000202,6381.73500000021,fade breakout down,0,long
184,EURUSDz,sell,1.13,2024-07-22 10:00:00,1.08916,2024-07-22 12:50:00,1.08788,1.08949,1.08788,144.63999999999407,7.909999999999999,0.0,136.72999999999408,TP,33,10200.0,-15.820000000003274,127.69000000000851,-14.000000000002897,113.00000000000753,3.725931783320527,6508.390000000196,6493.135000000196,fade breakout up,0,short
185,EURUSDz,buy,1.08,2024-07-23 08:20:00,1.08748,2024-07-23 09:15:00,1.08713,1.08717,1.08948,-37.80000000000783,7.5600000000000005,0.0,-45.36000000000783,SL,10,3300.0,-28.07999999999211,81.00000000000307,-25.999999999992692,75.00000000000284,4.984438160455641,6463.030000000188,6487.330000000203,fade breakout down,0,long
186,EURUSDz,sell,0.82,2024-07-24 13:25:00,1.08515,2024-07-24 13:35:00,1.08559,1.08558,1.08259,-36.07999999999967,5.739999999999999,0.0,-41.81999999999967,SL,1,600.0,-34.43999999998892,0.0,-41.99999999998649,0.0,3.6740256870868455,6421.210000000188,6425.720000000199,fade breakout up,0,short
187,EURUSDz,sell,0.68,2024-07-25 08:20:00,1.085,2024-07-25 09:45:00,1.08549,1.0855,1.08284,-33.3200000000069,4.760000000000001,0.0,-38.0800000000069,SL,16,5100.0,-33.31999999999181,42.84000000000888,-48.999999999987935,63.00000000001304,2.3331710680978524,6383.130000000181,6386.190000000186,fade breakout up,0,short
188,EURUSDz,buy,0.61,2024-07-26 08:50:00,1.08483,2024-07-26 11:55:00,1.08606,1.08431,1.08606,75.03000000000392,4.27,0.0,70.76000000000393,TP,36,11100.0,-0.6099999999904515,68.9300000000046,-0.9999999999843466,113.00000000000753,-0.9317818482082614,6453.890000000185,6448.705000000177,fade breakout down,0,long
189,EURUSDz,buy,0.8,2024-07-31 08:20:00,1.08137,2024-07-31 09:00:00,1.0827,1.08097,1.0827,106.40000000000428,5.6000000000000005,0.0,100.80000000000429,TP,7,2400.0,-23.999999999997357,71.2000000000046,-29.999999999996692,89.00000000000573,0.7980952355640438,6554.690000000189,6519.090000000187,fade breakout down,0,long
190,EURUSDz,sell,1.48,2024-08-05 08:15:00,1.09665,2024-08-05 08:20:00,1.09686,1.09689,1.08927,-31.080000000006436,10.36,0.0,-41.440000000006435,SL,0,300.0,-45.880000000004806,28.119999999987044,-31.000000000003244,18.999999999991246,0.6945620239547594,6513.250000000182,6519.910000000192,fade breakout up,0,short
191,EURUSDz,buy,0.48,2024-08-06 08:10:00,1.09274,2024-08-06 09:05:00,1.09199,1.09201,1.0956,-36.000000000001364,3.36,0.0,-39.360000000001364,SL,10,3300.0,-19.68000000000103,36.000000000001364,-41.000000000002146,75.00000000000284,6.48753169927925,6473.89000000018,6514.450000000179,fade breakout down,0,long
192,EURUSDz,sell,0.75,2024-08-07 15:45:00,1.09259,2024-08-07 21:05:00,1.09236,1.09299,1.09055,17.249999999996433,5.25,0.0,11.999999999996433,CLIENT,63,19200.0,-13.500000000005175,61.50000000000322,-18.0000000000069,82.00000000000429,1.6565556829043686,6485.890000000177,6490.015000000187,fade breakout up,0,short
193,EURUSDz,buy,1.29,2024-08-09 08:25:00,1.09183,2024-08-09 08:45:00,1.09155,1.09157,1.09291,-36.12000000000748,9.030000000000001,0.0,-45.15000000000748,SL,3,1200.0,-23.220000000008902,55.46999999999103,-18.0000000000069,42.999999999993044,3.1809454710523495,6440.740000000169,6473.635000000155,fade breakout down,0,long
194,EURUSDz,sell,1.15,2024-08-12 10:20:00,1.09276,2024-08-12 13:45:00,1.09304,1.09306,1.09137,-32.20000000000667,8.049999999999999,0.0,-40.250000000006665,SL,40,12300.0,-22.999999999997467,111.5500000000158,-19.999999999997797,97.00000000001373,1.3742725751054015,6400.490000000163,6435.5650000001615,fade breakout up,0,short
195,EURUSDz,sell,0.88,2024-08-13 12:45:00,1.09394,2024-08-13 12:50:00,1.09432,1.09433,1.09266,-33.44000000000413,6.16,0.0,-39.60000000000413,SL,0,300.0,-45.760000000006684,12.320000000002551,-52.00000000000759,14.000000000002897,3.334204147497198,6360.890000000159,6370.13000000016,fade breakout up,0,short
196,EURUSDz,buy,1.32,2024-08-15 08:45:00,1.10077,2024-08-15 09:00:00,1.10048,1.10053,1.10156,-38.2800000000163,9.24,0.0,-47.5200000000163,SL,2,900.0,-19.800000000012474,10.559999999981253,-15.000000000009448,7.999999999985795,8.456865497569687,6313.370000000143,6354.95000000015,fade breakout down,0,long
197,EURUSDz,sell,1.57,2024-08-16 08:20:00,1.09871,2024-08-16 08:30:00,1.09892,1.0989,1.09762,-32.96999999997197,10.99,0.0,-43.95999999997197,SL,1,600.0,-28.25999999997597,3.4861002973229915e-11,-17.999999999984695,2.2204460492503128e-11,1.2366413401715834,6269.410000000171,6289.035000000159,fade breakout up,0,short
198,EURUSDz,buy,0.87,2024-08-19 09:30:00,1.10387,2024-08-19 10:05:00,1.10339,1.10344,1.10503,-41.75999999998381,6.09,0.0,-47.84999999998381,SL,6,2100.0,-36.53999999998825,21.750000000007265,-41.99999999998649,25.000000000008345,10.667848105870835,6221.560000000187,6235.045000000178,fade breakout down,0,long
199,EURUSDz,sell,0.88,2024-08-20 08:45:00,1.10854,2024-08-20 12:50:00,1.10894,1.10891,1.10719,-35.19999999999612,6.16,0.0,-41.35999999999612,SL,48,14700.0,-26.399999999977553,90.6400000000076,-29.999999999974488,103.00000000000863,5.989291467590361,6180.200000000191,6211.4400000002,fade breakout up,0,short
200,EURUSDz,buy,0.23,2024-08-21 14:15:00,1.11219,2024-08-21 14:40:00,1.11083,1.11086,1.11288,-31.28000000000064,1.61,0.0,-32.89000000000064,SL,4,1500.0,-23.229999999998974,12.650000000001162,-100.99999999999552,55.00000000000504,5.750770758331226,6147.31000000019,6161.685000000192,fade breakout down,0,long
201,EURUSDz,buy,0.96,2024-08-23 11:40:00,1.11136,2024-08-23 13:10:00,1.11103,1.11105,1.11319,-31.67999999999438,6.72,0.0,-38.39999999999438,SL,17,5400.0,-23.039999999980406,87.36000000001809,-23.99999999997959,91.00000000001883,-0.3999801046072524,6108.910000000195,6130.5100000002085,fade breakout down,0,long
202,EURUSDz,buy,1.09,2024-08-26 10:30:00,1.11769,2024-08-26 10:35:00,1.11734,1.11739,1.11893,-38.15000000000791,7.630000000000001,0.0,-45.78000000000791,SL,0,300.0,-41.420000000005125,0.0,-38.0000000000047,0.0,9.821623920373055,6063.1300000001875,6069.125000000178,fade breakout down,0,long
203,EURUSDz,sell,0.72,2024-08-27 09:25:00,1.11699,2024-08-27 12:00:00,1.11616,1.11748,1.11616,59.75999999999181,5.04,0.0,54.71999999999181,TP,30,9300.0,-35.27999999999132,56.1600000000002,-48.999999999987935,78.00000000000028,4.2012502419053135,6117.850000000179,6101.650000000184,fade breakout up,0,short
204,EURUSDz,buy,1.01,2024-08-28 10:00:00,1.11362,2024-08-28 10:05:00,1.11329,1.11331,1.11681,-33.33000000001651,7.07,0.0,-40.40000000001651,SL,0,300.0,-40.39999999999555,16.159999999993737,-39.999999999995595,15.999999999993795,1.6070398680737141,6077.450000000163,6080.985000000184,fade breakout down,0,long
205,EURUSDz,sell,0.79,2024-08-30 08:15:00,1.10872,2024-08-30 08:30:00,1.10911,1.1091,1.10717,-30.810000000008884,5.53,0.0,-36.340000000008885,SL,2,900.0,-29.229999999998537,2.3699999999979853,-36.999999999998145,2.9999999999974487,2.7381466486531894,6041.110000000153,6057.305000000171,fade breakout up,0,short
206,EURUSDz,sell,0.67,2024-09-02 08:50:00,1.10674,2024-09-02 09:40:00,1.10724,1.10722,1.10439,-33.49999999999631,4.69,0.0,-38.18999999999631,SL,9,3000.0,-24.789999999983884,24.790000000013634,-36.99999999997594,37.00000000002035,3.520465497785098,6002.9200000001565,6015.315000000163,fade breakout up,0,short
207,EURUSDz,buy,0.56,2024-09-04 11:25:00,1.105,2024-09-04 11:55:00,1.10448,1.10449,1.10628,-29.120000000004257,3.9200000000000004,0.0,-33.040000000004255,SL,5,1800.0,-24.639999999999773,15.119999999999578,-43.99999999999959,26.999999999999243,0.5330418500095677,5969.880000000152,5981.3600000001525,fade breakout down,0,long
208,EURUSDz,buy,1.24,2024-09-06 09:50:00,1.11115,2024-09-06 10:20:00,1.11087,1.11089,1.11209,-34.72000000000719,8.68,0.0,-43.40000000000719,SL,5,1800.0,-22.320000000008555,28.519999999994106,-18.0000000000069,22.999999999995243,4.80497294896154,5926.480000000145,5980.420000000139,fade breakout down,0,long
209,EURUSDz,buy,1.34,2024-09-09 09:35:00,1.10551,2024-09-09 09:40:00,1.10524,1.10528,1.10804,-36.17999999999899,9.38,0.0,-45.55999999999899,SL,0,300.0,-48.23999999998874,0.0,-35.999999999991594,0.0,7.109850249592489,5880.9200000001465,5880.250000000141,fade breakout down,0,long
210,EURUSDz,buy,1.05,2024-09-10 09:15:00,1.10345,2024-09-10 11:45:00,1.10318,1.10317,1.10496,-28.34999999999921,7.3500000000000005,0.0,-35.69999999999921,SL,29,9000.0,-16.79999999999349,97.64999999998692,-15.999999999993795,92.99999999998752,-0.8574883106544233,5845.220000000147,5861.495000000136,fade breakout down,0,long
211,EURUSDz,sell,0.78,2024-09-11 11:35:00,1.10499,2024-09-11 12:35:00,1.1038,1.1054,1.1038,92.82000000000191,5.46,0.0,87.36000000000192,TP,11,3600.0,-9.359999999992041,76.4399999999985,-11.999999999989795,97.99999999999808,4.074662223210131,5932.580000000149,5893.970000000155,fade breakout up,0,short
212,EURUSDz,sell,0.87,2024-09-12 12:45:00,1.10226,2024-09-12 12:50:00,1.10259,1.10258,1.10061,-28.70999999999491,6.09,0.0,-34.79999999999491,SL,0,300.0,-87.86999999999611,1.7400000000113989,-100.99999999999552,2.0000000000131024,-0.1266249517435345,5897.780000000154,5885.165000000167,fade breakout up,0,short
213,EURUSDz,sell,1.4,2024-09-13 09:35:00,1.1094,2024-09-13 09:40:00,1.10962,1.1096,1.10731,-30.800000000015256,9.799999999999999,0.0,-40.60000000001526,SL,0,300.0,-41.999999999995374,4.199999999996429,-29.999999999996692,2.9999999999974487,2.3499814137844863,5857.180000000139,5852.280000000169,fade breakout up,0,short
214,EURUSDz,sell,1.17,2024-09-16 08:40:00,1.11192,2024-09-16 08:45:00,1.1122,1.11219,1.10957,-32.760000000006784,8.19,0.0,-40.95000000000678,SL,0,300.0,-31.589999999999115,0.0,-26.999999999999243,0.0,2.8189205083484694,5816.230000000132,5821.49500000014,fade breakout up,0,short
215,EURUSDz,sell,0.72,2024-09-17 09:45:00,1.11359,2024-09-17 10:10:00,1.114,1.11399,1.11159,-29.52000000000154,5.04,0.0,-34.560000000001544,SL,4,1500.0,-28.799999999980837,7.920000000019911,-39.99999999997339,11.000000000027653,-0.24134024991397363,5781.67000000013,5792.830000000139,fade breakout up,0,short
216,EURUSDz,sell,0.85,2024-09-18 08:15:00,1.11298,2024-09-18 08:40:00,1.11332,1.11333,1.11154,-28.90000000000059,5.95,0.0,-34.85000000000059,SL,4,1500.0,-28.899999999981716,16.15000000001143,-33.99999999997849,19.00000000001345,1.3122199498805824,5746.820000000129,5766.7950000001465,fade breakout up,0,short
217,EURUSDz,buy,0.34,2024-09-20 08:35:00,1.11658,2024-09-20 09:55:00,1.11572,1.11574,1.11818,-29.239999999995273,2.3800000000000003,0.0,-31.619999999995272,SL,15,4800.0,-23.45999999999515,11.560000000000237,-68.99999999998573,34.000000000000696,3.1200544492187365,5715.200000000134,5728.630000000131,fade breakout down,0,long
218,EURUSDz,buy,1.29,2024-09-23 08:55:00,1.10977,2024-09-23 09:00:00,1.10956,1.10958,1.11673,-27.089999999976968,9.030000000000001,0.0,-36.11999999997697,SL,0,300.0,-73.52999999999477,2.580000000016902,-56.999999999995936,2.0000000000131024,-1.5538011173442285,5679.080000000157,5647.4750000001495,fade breakout down,0,long
219,EURUSDz,buy,0.43,2024-09-25 08:35:00,1.11901,2024-09-25 08:50:00,1.11837,1.11837,1.11986,-27.51999999999888,3.01,0.0,-30.52999999999888,SL,2,900.0,-18.919999999999824,6.020000000001247,-43.99999999999959,14.000000000002897,0.7346031419629679,5648.550000000158,5659.085000000151,fade breakout down,0,long
220,EURUSDz,buy,0.58,2024-09-26 08:15:00,1.11371,2024-09-26 08:25:00,1.11313,1.11318,1.11579,-33.64000000000145,4.06,0.0,-37.70000000000145,SL,1,600.0,-18.5599999999928,3.4799999999970406,-31.99999999998759,5.999999999994897,9.52974391834405,5610.850000000157,5627.960000000166,fade breakout down,0,long
221,EURUSDz,buy,1.12,2024-09-30 14:50:00,1.11571,2024-09-30 14:55:00,1.11537,1.11542,1.11754,-38.08000000000079,7.840000000000001,0.0,-45.92000000000079,SL,0,300.0,-52.6399999999967,33.5999999999963,-46.99999999999704,29.999999999996692,6.578535007371412,5564.930000000156,5630.450000000162,fade breakout down,0,long
222,EURUSDz,buy,0.5,2024-10-01 08:35:00,1.11154,2024-10-01 08:45:00,1.11088,1.11096,1.11441,-32.999999999994145,3.5,0.0,-36.499999999994145,SL,1,600.0,-4.999999999999449,23.00000000000635,-9.999999999998899,46.00000000001269,10.08865630402074,5528.430000000161,5558.680000000159,fade breakout down,0,long
223,EURUSDz,sell,1.1,2024-10-02 08:50:00,1.10732,2024-10-02 10:10:00,1.1076,1.10759,1.10539,-30.799999999981953,7.700000000000001,0.0,-38.49999999998195,SL,15,4800.0,-23.09999999998036,129.8000000000199,-20.999999999982144,118.00000000001808,4.214330666383033,5489.930000000179,5509.180000000182,fade breakout up,0,short
224,EURUSDz,sell,0.48,2024-10-03 08:45:00,1.10381,2024-10-03 09:30:00,1.10443,1.10441,1.1025,-29.760000000003114,3.36,0.0,-33.12000000000312,SL,8,2700.0,-25.919999999999273,13.440000000002783,-53.99999999999849,28.000000000005794,3.619323004565918,5456.810000000175,5466.650000000186,fade breakout up,0,short
225,EURUSDz,buy,0.71,2024-10-04 08:45:00,1.10273,2024-10-04 09:05:00,1.10233,1.10231,1.10355,-28.39999999999687,4.97,0.0,-33.36999999999687,SL,3,1200.0,-28.39999999999687,17.040000000001275,-39.999999999995595,24.000000000001794,-0.024002070538532205,5423.440000000179,5441.54500000017,fade breakout down,0,long
226,EURUSDz,sell,1.12,2024-10-07 08:15:00,1.09733,2024-10-07 08:25:00,1.09757,1.09756,1.09582,-26.880000000002013,7.840000000000001,0.0,-34.72000000000202,SL,1,600.0,-5.600000000011819,24.64000000001221,-5.000000000010552,22.000000000010896,-0.001420758836187419,5388.720000000177,5426.240000000173,fade breakout up,0,short
227,EURUSDz,buy,0.46,2024-10-08 13:10:00,1.09826,2024-10-08 13:40:00,1.09766,1.09765,1.09957,-27.599999999996964,3.22,0.0,-30.819999999996963,SL,5,1800.0,-22.99999999999747,1.3799999999988266,-49.999999999994486,2.9999999999974487,1.9777133825941347,5357.90000000018,5375.150000000181,fade breakout down,0,long
228,EURUSDz,buy,0.95,2024-10-09 13:25:00,1.0952,2024-10-09 14:10:00,1.09488,1.0949,1.09759,-30.39999999998821,6.6499999999999995,0.0,-37.04999999998821,SL,8,2700.0,-14.249999999987883,60.79999999999752,-14.999999999987244,63.999999999997385,3.4645540286157983,5320.850000000191,5344.125000000175,fade breakout down,0,long
229,EURUSDz,buy,0.78,2024-10-10 08:35:00,1.09345,2024-10-10 09:05:00,1.09312,1.0931,1.09446,-25.739999999995433,5.46,0.0,-31.199999999995434,SL,5,1800.0,-14.820000000010491,11.699999999990052,-19.00000000001345,14.999999999987244,-0.6578877699544214,5289.650000000196,5308.760000000182,fade breakout down,0,long
230,EURUSDz,buy,0.88,2024-10-11 11:40:00,1.09333,2024-10-11 12:00:00,1.09301,1.09302,1.09453,-28.159999999989083,6.16,0.0,-34.31999999998908,SL,3,1200.0,-20.239999999995817,7.040000000007041,-22.999999999995243,8.000000000008,2.351225137278025,5255.330000000207,5279.530000000209,fade breakout down,0,long
231,EURUSDz,sell,0.82,2024-10-14 09:55:00,1.09294,2024-10-14 11:05:00,1.09223,1.0933,1.09223,58.219999999999054,5.739999999999999,0.0,52.47999999999905,TP,13,4200.0,-8.199999999999097,57.40000000001188,-9.999999999998899,70.0000000000145,3.395299219696599,5307.810000000207,5304.120000000218,fade breakout up,0,short
232,EURUSDz,buy,0.6,2024-10-15 17:35:00,1.08875,2024-10-15 17:55:00,1.08828,1.0883,1.08986,-28.20000000001155,4.2,0.0,-32.40000000001155,SL,3,1200.0,-17.40000000000741,0.0,-29.000000000012346,0.0,1.3911856185626488,5275.4100000001945,5292.5100000002,fade breakout down,0,long
233,EURUSDz,sell,1.09,2024-10-16 10:10:00,1.08934,2024-10-16 10:25:00,1.08951,1.08953,1.08752,-18.53000000000038,7.630000000000001,0.0,-26.16000000000038,SL,2,900.0,-5.449999999987299,26.160000000001965,-4.999999999988347,24.000000000001794,-5.41138541354006,5249.250000000195,5286.855000000198,fade breakout up,0,short
234,EURUSDz,buy,1.19,2024-10-18 08:50:00,1.0837,2024-10-18 09:35:00,1.08347,1.08349,1.08487,-27.370000000020767,8.33,0.0,-35.700000000020765,SL,8,2700.0,-21.420000000008212,103.52999999999125,-18.0000000000069,86.99999999999262,2.2603849914523813,5213.550000000174,5240.32500000019,fade breakout down,0,long
235,EURUSDz,buy,1.13,2024-10-22 10:15:00,1.08181,2024-10-22 12:00:00,1.0816,1.0816,1.0838,-23.73000000000491,7.909999999999999,0.0,-31.64000000000491,SL,20,6300.0,-10.16999999999135,127.69000000000851,-8.999999999992347,113.00000000000753,-0.07667053031382354,5181.910000000169,5248.015000000175,fade breakout down,0,long
